"","siteID","xcoord","ycoord","mdcaty","wgt","stratum","panel","EvalStatus","EvalReason","gnis_name","reachcode","c3_zone","length_km","resource","streamcode","comment202","shape_leng","basin_name"
"682","FLSS21001-682",650496.997891153,316585.734369659,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090205014046","Zone 5",0.45566619138,"Stream","74289-03090205014046","",455.66619138,"Zone 5"
"683","FLSS21001-683",606523.117251593,301024.089425827,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","Yellow Fever Creek","03090205010778","Zone 5",1.96090636612,"Stream","75391-03090205010778","No current resident.",1960.90636612,"Zone 5"
"684","FLSS21001-684",677220.788474348,378716.016243046,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090101025021","Zone 5",0.968749850064,"Stream","72755-03090101025021","",968.749850064,"Zone 5"
"685","FLSS21001-685",681980.221038998,438092.400883028,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090101016694","Zone 5",1.44039381618,"Stream","72066-03090101016694","",1440.39381618,"Zone 5"
"686","FLSS21001-686",694882.466484264,369596.616169444,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090101025679","Zone 5",1.5040020508,"Stream","72819-03090101025679","",1504.0020508,"Zone 5"
"687","FLSS21001-687",623479.286120376,304477.178974434,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","Trout Creek","03090205017086","Zone 5",0.378784969728,"Stream","75366-03090205017086","",378.784969728,"Zone 5"
"688","FLSS21001-688",660576.159768861,416736.850366202,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090101018836","Zone 5",1.09824578482,"Stream","72274-03090101018836","",1098.24578482,"Zone 5"
"689","FLSS21001-689",699961.802986421,360454.538292397,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090101026477","Zone 5",0.799221379668,"Stream","75447-03090101026477","",799.221379668,"Zone 5"
"690","FLSS21001-690",655630.55067059,483291.6059314,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","Mill Slough","03090101012174","Zone 5",4.07173105525,"Stream","75145-03090101012174","",4071.73105525,"Zone 5"
"691","FLSS21001-691",666104.782663697,404716.516778275,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090101019967","Zone 5",1.26235091825,"Stream","72381-03090101019967","",1262.35091825,"Zone 5"
"692","FLSS21001-692",659925.941039712,346876.795558758,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090103010590","Zone 5",2.34622219573,"Stream","30103-03090103010590","",2346.22219573,"Zone 5"
"693","FLSS21001-693",680201.167469333,405688.0997593,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090101019594","Zone 5",1.55657755038,"Stream","72358-03090101019594","",1556.57755038,"Zone 5"
"694","FLSS21001-694",696609.13187367,368911.982795544,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090101025691","Zone 5",0.676563908896,"Stream","72823-03090101025691","",676.563908896,"Zone 5"
"695","FLSS21001-695",662773.124721783,429652.311505986,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090101017729","Zone 5",3.21978420979,"Stream","72141-03090101017729","",3219.78420979,"Zone 5"
"696","FLSS21001-696",696607.589941354,383484.153540047,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090101023966","Zone 5",0.343466542613,"Stream","72639-03090101023966","",343.466542613,"Zone 5"
"697","FLSS21001-697",617743.810768283,313710.394414123,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090205021874","Zone 5",1.56983707757,"Stream","74523-03090205021874","",1569.83707757,"Zone 5"
"698","FLSS21001-698",667540.574959692,352655.063982773,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","Hickory Branch","03090103009248","Zone 5",0.474476785235,"Stream","36746-03090103009248","",474.476785235,"Zone 5"
"699","FLSS21001-699",672851.162706967,461708.683429983,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090101013891","Zone 5",1.87118084516,"Stream","96366-03090101013891","",1871.18084516,"Zone 5"
"700","FLSS21001-700",635093.08677852,476469.269797424,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090101012891","Zone 5",0.195860607669,"Stream","29407-03090101012891","",195.860607669,"Zone 5"
"701","FLSS21001-701",622283.229292672,260512.981896369,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","Oak Creek","03090204010823","Zone 5",2.32321072821,"Stream","75715-03090204010823","",2323.21072821,"Zone 5"
"702","FLSS21001-702",650305.871042291,476337.21938843,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090101012634","Zone 5",0.282835102917,"Stream","97307-03090101012634","",282.835102917,"Zone 5"
"703","FLSS21001-703",642302.926038698,308599.425582039,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090205021329","Zone 5",0.77424306616,"Stream","74481-03090205021329","",774.24306616,"Zone 5"
"704","FLSS21001-704",675985.70659322,430598.073401896,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090101017294","Zone 5",1.2040900293,"Stream","72108-03090101017294","",1204.0900293,"Zone 5"
"705","FLSS21001-705",665544.277587235,389679.449028322,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090101024018","Zone 5",3.76629758644,"Stream","72647-03090101024018","",3766.29758644,"Zone 5"
"706","FLSS21001-706",685911.032099618,382094.882964568,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090101024586","Zone 5",1.54431468859,"Stream","72715-03090101024586","Chase 7/18/18",1544.31468859,"Zone 5"
"707","FLSS21001-707",652978.114356201,421185.051983715,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090101018642","Zone 5",2.30064548198,"Stream","72246-03090101018642","",2300.64548198,"Zone 5"
"708","FLSS21001-708",701676.224138093,386540.014948278,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090101023281","Zone 5",1.53513683168,"Stream","72580-03090101023281","Field recon 29/16",1535.13683168,"Zone 5"
"709","FLSS21001-709",613496.998992793,303962.464433102,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","Daughtrey Creek","03090205010003","Zone 5",3.0157260288,"Stream","74839-03090205010003","",3015.7260288,"Zone 5"
"710","FLSS21001-710",651034.535599531,349276.455182356,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090103003724","Zone 5",0.282495504594,"Stream","73071-03090103003724","",282.495504594,"Zone 5"
"711","FLSS21001-711",595297.938890536,306230.00099629,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03100103009413","Zone 5",1.48251492496,"Stream","107862-03100103009413","",1482.51492496,"Zone 5"
"712","FLSS21001-712",681070.350360109,419384.94993954,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090101018377","Zone 5",1.01442968768,"Stream","72209-03090101018377","",1014.42968768,"Zone 5"
"713","FLSS21001-713",685961.605001197,430958.864248698,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090101017131","Zone 5",0.349470966533,"Stream","72087-03090101017131","",349.470966533,"Zone 5"
"714","FLSS21001-714",700197.862689726,380040.337676575,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090101024551","Zone 5",2.03544117106,"Stream","72709-03090101024551","",2035.44117106,"Zone 5"
"715","FLSS21001-715",673966.042718658,438371.503980652,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090101016752","Zone 5",0.746407608388,"Stream","72074-03090101016752","",746.407608388,"Zone 5"
"716","FLSS21001-716",691880.78589876,372935.166949562,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090101025485","Zone 5",2.75918632349,"Stream","72793-03090101025485","",2759.18632349,"Zone 5"
"717","FLSS21001-717",615487.678815003,305586.612197284,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090205009998","Zone 5",0.359338984352,"Stream","74148-03090205009998","",359.338984352,"Zone 5"
"718","FLSS21001-718",672823.170813256,396975.982249155,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090101021312","Zone 5",1.57437671614,"Stream","72486-03090101021312","",1574.37671614,"Zone 5"
"719","FLSS21001-719",647723.209403149,445657.627864404,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090101016430","Zone 5",2.53884302126,"Stream","29445-03090101016430","",2538.84302126,"Zone 5"
"720","FLSS21001-720",665913.628337536,311071.018842892,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090205012840","Zone 5",0.820856051831,"Stream","74244-03090205012840","",820.856051831,"Zone 5"
"721","FLSS21001-721",681539.079092116,410123.840565068,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090101019029","Zone 5",2.21485561885,"Stream","72297-03090101019029","",2214.85561885,"Zone 5"
"722","FLSS21001-722",697502.597407528,363359.214290738,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090101026275","Zone 5",0.728885547024,"Stream","72855-03090101026275","",728.885547024,"Zone 5"
"723","FLSS21001-723",631880.307314292,307666.13996294,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","Telegraph Creek","03090205015996","Zone 5",1.77770885894,"Stream","97744-03090205015996","",1777.70885894,"Zone 5"
"724","FLSS21001-724",677251.430070346,394661.483176831,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090101021814","Zone 5",1.16798474915,"Stream","72498-03090101021814","",1167.98474915,"Zone 5"
"725","FLSS21001-725",662199.687205654,410565.462653812,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090101019386","Zone 5",3.02976412831,"Stream","72340-03090101019386","",3029.76412831,"Zone 5"
"726","FLSS21001-726",647191.598300408,309888.631105096,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090205021364","Zone 5",3.050568575,"Stream","75636-03090205021364","",3050.568575,"Zone 5"
"727","FLSS21001-727",670218.479926357,449564.602309824,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090101015680","Zone 5",0.476250493183,"Stream","72020-03090101015680","",476.250493183,"Zone 5"
"728","FLSS21001-728",640124.292992764,461442.900741547,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","Snell Creek","03090101014973","Zone 5",2.00256224745,"Stream","37446-03090101014973","",2002.56224745,"Zone 5"
"729","FLSS21001-729",636930.904518026,315653.359223997,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090205021389","Zone 5",0.716118403756,"Stream","74503-03090205021389","",716.118403756,"Zone 5"
"730","FLSS21001-730",662098.789664873,402399.501662343,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090101020379","Zone 5",1.01898118777,"Stream","72436-03090101020379","",1018.98118777,"Zone 5"
"731","FLSS21001-731",630145.361750439,306273.086256864,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","Telegraph Creek","03090205015991","Zone 5",1.66042567582,"Stream","75335-03090205015991","",1660.42567582,"Zone 5"
"732","FLSS21001-732",651847.436310305,422744.376550571,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090101018505","Zone 5",1.46870902686,"Stream","72234-03090101018505","",1468.70902686,"Zone 5"
"733","FLSS21001-733",680046.60289334,388550.309769003,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090101023523","Zone 5",2.83376384062,"Stream","72588-03090101023523","",2833.76384062,"Zone 5"
"734","FLSS21001-734",696449.570612562,385003.101701422,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090101023870","Zone 5",2.33878081222,"Stream","72631-03090101023870","",2338.78081222,"Zone 5"
"735","FLSS21001-735",649676.126041492,410486.703267615,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","Grassy Creek","03090101019455","Zone 5",1.21188011631,"Stream","36701-03090101019455","",1211.88011631,"Zone 5"
"736","FLSS21001-736",651850.673871657,310173.423968989,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","Pollywog Creek","03090205015180","Zone 5",3.27706552569,"Stream","75191-03090205015180","",3277.06552569,"Zone 5"
"737","FLSS21001-737",665387.267046532,410924.879527783,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","Morgan Hole Creek","03090101019206","Zone 5",1.42523848512,"Stream","75150-03090101019206","",1425.23848512,"Zone 5"
"738","FLSS21001-738",646407.849692164,358392.214963175,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090103008664","Zone 5",1.26814996824,"Stream","73274-03090103008664","",1268.14996824,"Zone 5"
"739","FLSS21001-739",628065.05859858,296538.522875025,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","Orange River","03090205016053","Zone 5",1.81644415187,"Stream","75168-03090205016053","",1816.44415187,"Zone 5"
"740","FLSS21001-740",666138.934033346,401949.802188171,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090101020484","Zone 5",1.20160153714,"Stream","72447-03090101020484","",1201.60153714,"Zone 5"
"741","FLSS21001-741",625305.324609886,314999.378993725,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090205019125","Zone 5",1.59902438802,"Stream","74419-03090205019125","",1599.02438802,"Zone 5"
"742","FLSS21001-742",679814.136562301,399078.384375298,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","Duck Slough","03090101020504","Zone 5",0.989477957483,"Stream","74853-03090101020504","",989.477957483,"Zone 5"
"743","FLSS21001-743",617649.054285371,298320.293434135,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090205010350","Zone 5",1.21234021519,"Stream","74180-03090205010350","",1212.34021519,"Zone 5"
"744","FLSS21001-744",674381.709096033,378486.684001151,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","Istokpoga Creek","03090101025095","Zone 5",1.08844635297,"Stream","74985-03090101025095","",1088.44635297,"Zone 5"
"745","FLSS21001-745",666301.443239441,405695.81874434,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","Morgan Hole Creek","03090101019947","Zone 5",6.67063928032,"Stream","75151-03090101019947","Avon Air Force Base",6670.63928032,"Zone 5"
"746","FLSS21001-746",660197.312954001,342481.822309103,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","Platt Branch","03090103011256","Zone 5",2.92392872029,"Stream","75181-03090103011256","",2923.92872029,"Zone 5"
"747","FLSS21001-747",623287.844098781,316766.526502338,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090205017258","Zone 5",1.57894169945,"Stream","74367-03090205017258","",1578.94169945,"Zone 5"
"748","FLSS21001-748",665871.524043582,346044.627249618,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090103010548","Zone 5",3.89806178335,"Stream","30102-03090103010548","",3898.06178335,"Zone 5"
"749","FLSS21001-749",663779.106029488,463388.417622731,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090101013935","Zone 5",0.638373395035,"Stream","76621-03090101013935","",638.373395035,"Zone 5"
"750","FLSS21001-750",639556.164294467,464249.834855171,"Equal",65509.1769764282,"Zone 5","OverSamp","NotEval"," ","","03090101040360","Zone 5",0.30291732307,"Stream","29914-03090101040360","",302.91732307,"Zone 5"
"751","FLSS21001-751",784070.634024074,246598.865186126,"Equal",12169.3967146086,"Zone 6","Base","NotEval"," ","North Fork Middle River","03090206034040","Zone 6",0.538966155471,"Stream","69044-03090206034040","",538.966155471,"Zone 6"
"752","FLSS21001-752",766723.039599169,353214.457042936,"Equal",12169.3967146086,"Zone 6","Base","NotEval"," ","Mapps Creek","03090206033698","Zone 6",0.381119829553,"Stream","47894-03090206033698","",381.119829553,"Zone 6"
"753","FLSS21001-753",706423.555276542,364500.000826728,"Equal",12169.3967146086,"Zone 6","Base","NotEval"," ","","03090102006375","Zone 6",3.44667237933,"Stream","45429-03090102006375","",3446.67237933,"Zone 6"
"754","FLSS21001-754",716878.685606122,373928.791178186,"Equal",12169.3967146086,"Zone 6","Base","NotEval"," ","","03090102006091","Zone 6",0.491597958185,"Stream","42168-03090102006091","",491.597958185,"Zone 6"
"755","FLSS21001-755",768262.772651626,348381.390306815,"Equal",12169.3967146086,"Zone 6","Base","NotEval"," ","","03090206033754","Zone 6",1.70784211803,"Stream","43008-03090206033754","",1707.84211803,"Zone 6"
"756","FLSS21001-756",764677.893613378,371938.705857561,"Equal",12169.3967146086,"Zone 6","Base","NotEval"," ","","03090206033484","Zone 6",0.885858313262,"Stream","40433-03090206033484","",885.858313262,"Zone 6"
"757","FLSS21001-757",709826.014369907,358481.432588426,"Equal",12169.3967146086,"Zone 6","Base","NotEval"," ","Lemkin Creek","03090102004604","Zone 6",1.18805399681,"Stream","65550-03090102004604","",1188.05399681,"Zone 6"
"758","FLSS21001-758",731477.250976673,362476.637872258,"Equal",12169.3967146086,"Zone 6","Base","NotEval"," ","","03090102003030","Zone 6",3.48346973843,"Stream","65043-03090102003030","",3483.46973843,"Zone 6"
"759","FLSS21001-759",718007.541717111,386919.614440256,"Equal",12169.3967146086,"Zone 6","Base","NotEval"," ","","03080203027780","Zone 6",0.138577523425,"Stream","65286-03080203027780","",138.577523425,"Zone 6"
"760","FLSS21001-760",757567.752421383,382655.096508186,"Equal",12169.3967146086,"Zone 6","Base","NotEval"," ","Tenmile Creek","03090206033241","Zone 6",1.26111873827,"Stream","47999-03090206033241","",1261.11873827,"Zone 6"
"761","FLSS21001-761",722054.53045046,380901.525804254,"Equal",12169.3967146086,"Zone 6","Base","NotEval"," ","","03090206033187","Zone 6",3.53132096532,"Stream","39907-03090206033187","",3531.32096532,"Zone 6"
"762","FLSS21001-762",728853.396736932,358186.194432939,"Equal",12169.3967146086,"Zone 6","Base","NotEval"," ","Lettuce Creek","03090102005514","Zone 6",0.272851157265,"Stream","47623-03090102005514","",272.851157265,"Zone 6"
"763","FLSS21001-763",764729.452115897,358978.044915006,"Equal",12169.3967146086,"Zone 6","Base","NotEval"," ","","03090206035271","Zone 6",1.0717027509,"Stream","67910-03090206035271","",1071.7027509,"Zone 6"
"764","FLSS21001-764",753733.871777373,382777.591960726,"Equal",12169.3967146086,"Zone 6","Base","NotEval"," ","Tenmile Creek","03090206033221","Zone 6",0.252261416534,"Stream","57925-03090206033221","",252.261416534,"Zone 6"
"765","FLSS21001-765",707021.495221956,384040.975884855,"Equal",12169.3967146086,"Zone 6","Base","NotEval"," ","Taylor Creek","03090102005440","Zone 6",1.35046112595,"Stream","109146-03090102005440","",1350.46112595,"Zone 6"
"766","FLSS21001-766",730598.270433548,369308.653250749,"Equal",12169.3967146086,"Zone 6","OverSamp","NotEval"," ","","03090206033192","Zone 6",0.65937387649,"Stream","43010-03090206033192","",659.37387649,"Zone 6"
"767","FLSS21001-767",783968.526321241,244887.344794254,"Equal",12169.3967146086,"Zone 6","OverSamp","NotEval"," ","South Fork Middle River","03090206034043","Zone 6",1.3680137455,"Stream","98843-03090206034043","",1368.0137455,"Zone 6"
"768","FLSS21001-768",768331.648115133,354623.492533137,"Equal",12169.3967146086,"Zone 6","OverSamp","NotEval"," ","","03090206033704","Zone 6",1.45906576792,"Stream","57933-03090206033704","",1459.06576792,"Zone 6"
"769","FLSS21001-769",706962.103709762,363054.919711442,"Equal",12169.3967146086,"Zone 6","OverSamp","NotEval"," ","","03090102005503","Zone 6",0.87436702957,"Stream","62762-03090102005503","",874.36702957,"Zone 6"
"770","FLSS21001-770",715037.812488916,376968.095814861,"Equal",12169.3967146086,"Zone 6","OverSamp","NotEval"," ","","03090102005454","Zone 6",1.33017078814,"Stream","41530-03090102005454","",1330.17078814,"Zone 6"
"771","FLSS21001-771",768507.550938162,348595.877611107,"Equal",12169.3967146086,"Zone 6","OverSamp","NotEval"," ","","03090206033754","Zone 6",1.70784211803,"Stream","43008-03090206033754","",1707.84211803,"Zone 6"
"772","FLSS21001-772",761623.430102979,381387.01966784,"Equal",12169.3967146086,"Zone 6","OverSamp","NotEval"," ","","03090206033268","Zone 6",0.883885554996,"Stream","65195-03090206033268","",883.885554996,"Zone 6"
"773","FLSS21001-773",707933.333442229,359399.337389393,"Equal",12169.3967146086,"Zone 6","OverSamp","NotEval"," ","","03090102005519","Zone 6",0.637061176159,"Stream","47263-03090102005519","",637.061176159,"Zone 6"
"774","FLSS21001-774",729785.604675318,367066.61072524,"Equal",12169.3967146086,"Zone 6","OverSamp","NotEval"," ","","03090206006012","Zone 6",0.382322704116,"Stream","47314-03090206006012","",382.322704116,"Zone 6"
"775","FLSS21001-775",772126.325354137,363836.704615626,"Equal",12169.3967146086,"Zone 6","OverSamp","NotEval"," ","Warner Creek","03090206033664","Zone 6",1.46643660663,"Stream","57440-03090206033664","",1466.43660663,"Zone 6"
"776","FLSS21001-776",750705.816336256,380152.873966586,"Equal",12169.3967146086,"Zone 6","OverSamp","NotEval"," ","","03090206033209","Zone 6",1.12696732178,"Stream","60797-03090206033209","Stream was completely choked out with Pista.",1126.96732178,"Zone 6"
"777","FLSS21001-777",705255.183412445,381536.638338082,"Equal",12169.3967146086,"Zone 6","OverSamp","NotEval"," ","Taylor Creek","03090102005959","Zone 6",1.66189229603,"Stream","62215-03090102005959","",1661.89229603,"Zone 6"
"778","FLSS21001-778",728031.900360592,356692.383465684,"Equal",12169.3967146086,"Zone 6","OverSamp","NotEval"," ","Lettuce Creek","03090102005520","Zone 6",0.434974476672,"Stream","53350-03090102005520","",434.974476672,"Zone 6"
"779","FLSS21001-779",764403.083428135,359473.320324936,"Equal",12169.3967146086,"Zone 6","OverSamp","NotEval"," ","","03090206033624","Zone 6",0.97051680277,"Stream","43398-03090206033624","",970.51680277,"Zone 6"
"780","FLSS21001-780",753217.054614894,382396.947502227,"Equal",12169.3967146086,"Zone 6","OverSamp","NotEval"," ","Tenmile Creek","03090206033218","Zone 6",0.695097250018,"Stream","48013-03090206033218","",695.097250018,"Zone 6"
"781","FLSS21001-781",721064.383189754,371442.729092232,"Equal",12169.3967146086,"Zone 6","OverSamp","NotEval"," ","","03090102006135","Zone 6",1.09349209496,"Stream","38201-03090102006135","",1093.49209496,"Zone 6"
"782","FLSS21001-782",723044.881130895,381359.095982078,"Equal",12169.3967146086,"Zone 6","OverSamp","NotEval"," ","","03090206033187","Zone 6",3.53132096532,"Stream","39907-03090206033187","",3531.32096532,"Zone 6"
"783","FLSS21001-783",784626.457049707,222536.678157771,"Equal",12169.3967146086,"Zone 6","OverSamp","NotEval"," ","Oleta River","03090206034142","Zone 6",1.00225328066,"Stream","71323-03090206034142","",1002.25328066,"Zone 6"
"784","FLSS21001-784",768714.472542538,357359.004245219,"Equal",12169.3967146086,"Zone 6","OverSamp","NotEval"," ","Danforth Creek","03090206033671","Zone 6",0.574010640351,"Stream","63073-03090206033671","",574.010640351,"Zone 6"
"785","FLSS21001-785",719910.512257838,365936.526264086,"Equal",12169.3967146086,"Zone 6","OverSamp","NotEval"," ","Mosquito Creek","03090102006301","Zone 6",1.42184748231,"Stream","71020-03090102006301","",1421.84748231,"Zone 6"
"786","FLSS21001-786",705260.924200716,371509.423944898,"Equal",12169.3967146086,"Zone 6","OverSamp","NotEval"," ","","03090102006177","Zone 6",0.447117570137,"Stream","38589-03090102006177","",447.117570137,"Zone 6"
"787","FLSS21001-787",777522.051928248,354509.468602917,"Equal",12169.3967146086,"Zone 6","OverSamp","NotEval"," ","","03090206033796","Zone 6",1.19763744469,"Stream","53530-03090206033796","",1197.63744469,"Zone 6"
"788","FLSS21001-788",762021.23433634,381336.301746307,"Equal",12169.3967146086,"Zone 6","OverSamp","NotEval"," ","","03090206033268","Zone 6",0.883885554996,"Stream","65195-03090206033268","",883.885554996,"Zone 6"
"789","FLSS21001-789",716527.15517336,378175.258686323,"Equal",12169.3967146086,"Zone 6","OverSamp","NotEval"," ","","03090102005450","Zone 6",0.838256199724,"Stream","59246-03090102005450","",838.256199724,"Zone 6"
"790","FLSS21001-790",726092.106261596,361036.014355402,"Equal",12169.3967146086,"Zone 6","OverSamp","NotEval"," ","","03090102004321","Zone 6",1.92467899204,"Stream","43915-03090102004321","",1924.67899204,"Zone 6"
"791","FLSS21001-791",762340.196280276,355255.352363718,"Equal",12169.3967146086,"Zone 6","OverSamp","NotEval"," ","","03090206017169","Zone 6",0.532757337435,"Stream","70623-03090206017169","",532.757337435,"Zone 6"
"792","FLSS21001-792",752766.933219962,382139.660969479,"Equal",12169.3967146086,"Zone 6","OverSamp","NotEval"," ","Tenmile Creek","03090206033215","Zone 6",0.387082180406,"Stream","45213-03090206033215","",387.082180406,"Zone 6"
"793","FLSS21001-793",709906.623874317,382352.299993895,"Equal",12169.3967146086,"Zone 6","OverSamp","NotEval"," ","","03090102005451","Zone 6",3.11406512622,"Stream","55834-03090102005451","",3114.06512622,"Zone 6"
"794","FLSS21001-794",727716.96865605,355636.913439095,"Equal",12169.3967146086,"Zone 6","OverSamp","NotEval"," ","Lettuce Creek","03090102004629","Zone 6",0.397756154192,"Stream","56481-03090102004629","",397.756154192,"Zone 6"
"795","FLSS21001-795",765684.398867757,358693.901874642,"Equal",12169.3967146086,"Zone 6","OverSamp","NotEval"," ","","03090206035278","Zone 6",0.80538403772,"Stream","41811-03090206035278","",805.38403772,"Zone 6"
"796","FLSS21001-796",705002.734909533,367889.451036116,"Equal",12169.3967146086,"Zone 6","OverSamp","NotEval"," ","Turkey Slough","03090102006299","Zone 6",1.3194102852,"Stream","64557-03090102006299","",1319.4102852,"Zone 6"
"797","FLSS21001-797",719546.201021612,372247.917995661,"Equal",12169.3967146086,"Zone 6","OverSamp","NotEval"," ","","03090102006136","Zone 6",2.24400508477,"Stream","54435-03090102006136","",2244.00508477,"Zone 6"
"798","FLSS21001-798",723916.568222312,378524.157707318,"Equal",12169.3967146086,"Zone 6","OverSamp","NotEval"," ","","03090206033189","Zone 6",0.737193404054,"Stream","71049-03090206033189","",737.193404054,"Zone 6"
"799","FLSS21001-799",770940.992180634,350065.216923708,"Equal",12169.3967146086,"Zone 6","OverSamp","NotEval"," ","","03090206033761","Zone 6",0.599850500377,"Stream","44449-03090206033761","",599.850500377,"Zone 6"
"800","FLSS21001-800",768352.812917795,357181.79121703,"Equal",12169.3967146086,"Zone 6","OverSamp","NotEval"," ","Danforth Creek","03090206033671","Zone 6",0.574010640351,"Stream","63073-03090206033671","",574.010640351,"Zone 6"
"801","FLSS21001-801",718233.424357599,363681.487022945,"Equal",12169.3967146086,"Zone 6","OverSamp","NotEval"," ","Mosquito Creek","03090102006391","Zone 6",1.74161453718,"Stream","53202-03090102006391","",1741.61453718,"Zone 6"
"802","FLSS21001-802",712048.545836904,375758.365608557,"Equal",12169.3967146086,"Zone 6","OverSamp","NotEval"," ","","03090102003571","Zone 6",0.374740948431,"Stream","68622-03090102003571","",374.740948431,"Zone 6"
"803","FLSS21001-803",720538.909905929,387932.580969325,"Equal",12169.3967146086,"Zone 6","OverSamp","NotEval"," ","Gomez Creek","03080203027769","Zone 6",0.357073359426,"Stream","60357-03080203027769","",357.073359426,"Zone 6"
"804","FLSS21001-804",759068.223189838,382545.967302137,"Equal",12169.3967146086,"Zone 6","OverSamp","NotEval"," ","Tenmile Creek","03090206033247","Zone 6",0.594727220709,"Stream","59282-03090206033247","",594.727220709,"Zone 6"
"805","FLSS21001-805",714897.522949135,381734.465058032,"Equal",12169.3967146086,"Zone 6","OverSamp","NotEval"," ","","03090102005952","Zone 6",1.63134747415,"Stream","57259-03090102005952","",1631.34747415,"Zone 6"
